-22,5 -43,15 411

10,25 45,01 46
11,33 43,1 236

10,25 45,01 46
2,01 45,19 311

41,18 2,05 47
41,54 2,46 207

41,18 2,05 47
41,4 -1,03 531

32,22 -64,42 48
42,22 -71 86

32,22 -64,42 48
37,08 -76,3 381

41,56 -72,41 49
42,22 -71 86

41,56 -72,41 49
40,46 -73,52 268

40,39 17,57 50
41,08 16,47 88

40,39 17,57 50
40,31 17,24 470

44,49 20,19 51
47,27 19,15 95

44,49 20,19 51
43,49 18,2 445

9,21 34,31 52
15,36 32,33 250

32,06 20,16 53
35,2 25,11 217

32,06 20,16 53
27 14,27 435

52,29 13,24 54
51,25 12,14 266

52,29 13,24 54
52,34 13,18 498

48,27 -4,25 55
49,13 -2,12 234

48,27 -4,25 55
51,5 -8,29 366

-19,48 3,45 56
-33,58 18,36 132

-19,48 3,45 56
-8,51 13,14 254

33,49 35,29 57
33,25 36,31 145

33,49 35,29 57
34,52 33,38 261

54,39 -6,14 58
53,26 -6,15 166

54,39 -6,14 58
55,52 -4,26 202

35,48 -101,22 59
39,46 -104,53 151

4,24 18,31 60
-4,23 15,26 188

4,24 18,31 60
12,08 15,02 346

13,04 -59,3 61
4,49 -52,22 106

13,04 -59,3 61
13,45 -60,57 504

60,17 5,13 62
67,16 14,22 85

60,17 5,13 62
58,53 5,38 462

44,48 -68,5 63
44,53 -63,31 517

44,48 -68,5 63
46,48 -71,24 520

33,14 44,14 64
33,56 45,8 187

33,14 44,14 64
33,14 44,14 432

45,4 9,24 65
45,27 9,16 275

45,4 9,24 65
45,24 10,53 512

33,34 -86,45 66
29,59 -90,16 333

52,27 -1,45 67
52,5 -1,19 111

52,27 -1,45 67
53,21 -2,16 297

42,33 9,29 68
42,31 8,48 122

42,33 9,29 68
43,41 10,24 396

45,48 -108,37 69
39,46 -104,53 151

45,48 -108,37 69
40,53 -111,57 451

43,28 -1,32 70
44,5 -0,43 81

43,28 -1,32 70
43,23 -0,25 400

13,21 -16,4 71
9,34 -13,37 119

13,21 -16,4 71
14,45 -17,3 156

-3,19 29,19 72
-1,58 30,08 244

-3,19 29,19 72
-13 28,39 351

13,55 100,36 73
16,54 96,09 407

13,55 100,36 73
12,41 101,01 503

12,38 -8,02 74
12,21 -1,31 374

12,38 -8,02 74
6,14 -10,22 415

44,32 11,18 76
43,49 11,12 189

44,32 11,18 76
44,12 12,04 193

12,57 77,4 77
13 80,11 294

12,57 77,4 77
4,11 73,32 318

-15,41 34,58 78
-17,56 31,06 428

-15,41 34,58 78
-18,48 47,29 486

27,13 56,22 79
23,36 58,17 304

27,13 56,22 79
29,33 52,36 468

-27,25 153,05 80
-26,25 146,14 135

-27,25 153,05 80
-9,27 147,13 392

44,5 -0,43 81
45,4 -0,19 129

4,42 -74,09 82
3,26 -76,25 121

4,42 -74,09 82
10,27 -75,31 134

50,47 -1,51 83
50,44 -3,25 179

50,47 -1,51 83
51,09 -0,11 210

19,05 72,52 84
7,11 79,53 124

19,05 72,52 84
24,54 67,09 246

67,16 14,22 85
64,08 -21,57 406

53,03 8,48 87
52,28 9,42 214

53,03 8,48 87
53,38 10 215

41,08 16,47 88
41,26 15,32 191

46,55 7,3 89
45,38 8,43 337

46,55 7,3 89
47,28 8,33 533

51,31 -2,35 90
52,5 -1,19 174

51,31 -2,35 90
51,23 -2,43 491

50,54 4,29 91
50,34 3,05 273

50,54 4,29 91
49,19 4,03 408

-15,52 -47,55 92
-12,54 -38,2 456

47,35 7,32 93
47,45 7,26 319

47,35 7,32 93
47,28 8,33 533

48,1 16,13 94
48,14 14,11 279

48,1 16,13 94
48,07 16,33 509

47,27 19,15 95
50,05 19,47 249

-34,49 -58,32 96
-34,49 -58,32 180

-34,49 -58,32 96
-34,5 -56,02 336

42,55 -78,38 97
41,25 -81,51 120

42,55 -78,38 97
43,06 -78,57 225

44,3 26,06 98
44,34 26,06 373

44,3 26,06 98
43,14 27,49 506

49,27 2,07 99
49,01 2,33 112

49,27 2,07 99
49,22 0,1 160

-4,15 15,15 100
-4,23 15,26 188

-4,15 15,15 100
0,27 9,25 260

39,15 9,04 101
40,54 9,31 362

30,08 31,24 102
25,41 32,43 292

23,11 113,16 103
22,19 114,12 219

23,11 113,16 103
22,34 120,17 245

33,33 -7,4 104
33,22 -7,35 126

33,33 -7,4 104
34,03 -6,45 403

-11,54 22,45 105
-11,35 27,31 183

-11,54 22,45 105
-8,51 13,14 254

4,49 -52,22 106
-3,04 -60 298

52,13 0,11 107
53,29 -1 196

52,13 0,11 107
52,41 1,17 356

-35,19 149,12 108
-37,44 144,54 306

-35,19 149,12 108
-33,56 151,1 467

10,36 -66,59 109
12,12 -68,57 137

10,36 -66,59 109
10,36 -66,59 255

22,39 88,27 110
27,42 85,22 251

22,39 88,27 110
24,58 91,53 535

52,5 -1,19 111
52,5 -1,19 174

49,01 2,33 112
49,19 4,03 408

43,33 6,57 113
43,26 5,13 327

43,33 6,57 113
43,4 7,13 343

45,4 -0,19 114
45,4 -0,19 129

45,4 -0,19 114
46,35 0,18 385

39,37 19,55 115
40,31 17,24 470

39,37 19,55 115
41,2 19,47 479

50,52 7,09 116
50,02 8,34 192

50,52 7,09 116
50,55 5,47 332

41,59 -87,54 117
42,14 -83,32 164

41,59 -87,54 117
41,59 -87,54 365

41,48 12,36 118
41,49 12,15 416

41,48 12,36 118
40,62 13,11 501

9,34 -13,37 119
8,37 -13,12 190

41,25 -81,51 120
42,16 -82,58 521

3,26 -76,25 121
-0,08 -78,29 502

-28,02 145,37 123
-26,25 146,14 135

7,11 79,53 124
4,11 73,32 318

40,04 -83,04 125
39,09 -84,2 138

40,04 -83,04 125
40,3 -80,14 386

33,22 -7,35 126
31,52 -4,13 296

48,07 7,22 127
48,19 6,04 175

48,07 7,22 127
47,45 7,26 319

44,22 28,29 128
46,26 30,41 359

44,22 28,29 128
44,34 26,06 373

6,21 2,23 130
6,35 3,2 281

6,21 2,23 130
6,1 1,15 285

55,37 12,39 131
55,33 13,22 320

55,37 12,39 131
55,28 10,2 358

-33,58 18,36 132
-29,58 30,57 148

37,28 15,04 133
38,1 13,06 389

37,28 15,04 133
38,04 15,39 405

39 17,05 136
40,53 14,18 340

39 17,05 136
38,54 16,15 461

39,09 -84,2 138
39,03 -84,2 139

39,03 -84,2 139
39,44 -86,17 230

51,24 -3,12 140
50,44 -3,25 179

51,24 -3,12 140
51,23 -2,43 491

29,11 -81,03 141
28,32 -81,2 303

29,11 -81,03 141
25,02 -77,28 341

23,46 90,23 142
16,54 96,09 407

23,46 90,23 142
24,58 91,53 535

14,45 42,59 143
15,29 44,13 423

32,5 -96,51 144
32,46 -96,24 152

32,5 -96,51 144
29,59 -95,28 223

33,25 36,31 145
35,09 36,17 348

-6,53 39,12 146
-3,22 36,38 239

-6,53 39,12 146
-6,13 39,13 532

42,34 18,16 147
41,26 15,32 191

42,34 18,16 147
43,49 18,2 445

-29,58 30,57 148
-26,31 31,19 334

38,51 -77,02 149
38,57 -77,27 224

38,51 -77,02 149
37,08 -76,3 381

28,34 77,07 150
27,42 85,22 251

28,34 77,07 150
13 80,11 294

32,46 -96,24 152
35,26 -97,46 361

26,16 50,1 153
24,42 46,44 420

47,16 5,05 154
46,14 6,07 212

47,16 5,05 154
48,58 2,27 259

33,52 10,47 155
32,4 13,09 480

33,52 10,47 155
33,56 8,06 487

14,45 -17,3 156
18,06 -15,57 350

4,01 9,43 157
4,52 7,02 380

4,01 9,43 157
0,23 6,43 484

19,08 30,26 158
15,36 32,33 250

49,22 0,1 160
48,43 2,23 377

-8,45 115,1 161
-6,09 106,51 237

-8,45 115,1 161
-31,56 115,58 379

51,08 13,46 162
51,24 12,25 265

51,08 13,46 162
50,06 14,16 395

-12,25 130,52 163
-8,58 125,13 326

-12,25 130,52 163
-31,56 115,58 379

42,14 -83,32 164
42,13 -83,21 165

42,13 -83,21 165
42,16 -82,58 521

53,26 -6,15 166
52,42 -8,55 453

51,17 6,45 167
51,27 5,23 172

51,17 6,45 167
50,38 5,27 270

25,15 55,2 168
25,21 55,24 441

0,03 32,26 169
-1,58 30,08 244

0,03 32,26 169
-1,19 36,56 342

45,32 4,18 170
45,22 5,2 203

45,32 4,18 170
45,44 4,56 293

55,57 -3,22 171
54,31 -1,25 321

55,57 -3,22 171
55,52 -4,26 384

31,48 -106,16 173
29,32 -98,28 427

48,19 6,04 175
49,05 6,08 338

40,09 82,4 177
33,37 73,06 421

40,09 82,4 177
41,19 69,24 471

40,42 -74,1 178
40,38 -73,46 235

40,42 -74,1 178
39,52 -75,15 382

-34,49 -58,32 180
-32,55 -60,47 418

64,49 -147,51 181
63,59 -22,37 243

37,01 -7,58 182
38,46 -9,08 276

37,01 -7,58 182
36,45 -6,04 515

-11,35 27,31 183
-15,2 28,27 288

59,54 10,37 184
60,12 11,05 199

41,49 12,15 185
40,54 9,31 362

41,49 12,15 185
41,49 12,15 416

14,35 -61 186
16,16 -61,32 398

14,35 -61 186
13,45 -60,57 504

33,56 45,8 187
35,41 51,19 478

43,49 11,12 189
43,41 10,24 396

8,37 -13,12 190
6,14 -10,22 415

50,02 8,34 192
48,41 9,13 460

44,12 12,04 193
44,01 12,37 413

-21,13 27,29 194
-26,08 28,15 238

-21,13 27,29 194
-17,49 25,49 291

53,29 -1 196
53,52 -1,39 258

-19,27 29,52 197
-17,49 25,49 291

-19,27 29,52 197
-17,56 31,06 428

54,23 18,28 198
52,22 13,3 466

54,23 18,28 198
52,1 20,58 514

60,12 11,05 199
60,12 11,05 371

24,57 10,1 200
27 14,27 435

24,57 10,1 200
22,49 5,27 483

-22,5 -43,15 201
-22,5 -43,15 411

-22,5 -43,15 201
-23 -47,08 508

55,52 -4,26 202
55,52 -4,26 384

45,22 5,2 203
45,56 6,06 345

7,09 41,43 204
-4,02 39,36 300

44,25 8,5 205
44,25 8,5 305

44,25 8,5 205
43,4 7,13 343

57,4 18,18 206
58,35 16,15 352

41,54 2,46 207
39,33 2,44 388

37,11 -3,47 208
36,51 -2,22 264

47 15,26 209
46,22 15,47 301

47 15,26 209
48,07 16,33 509

51,09 -0,11 210
51,09 -0,11 271

14,34 -90,32 211
13,42 -89,07 424

46,14 6,07 212
45,44 4,56 293

-2,09 -79,53 213
-12,01 -77,07 274

-2,09 -79,53 213
-0,08 -78,29 502

52,28 9,42 214
49,3 11,05 355

53,38 10 215
55,28 10,2 358

60,19 24,58 216
59,49 30,17 263

60,19 24,58 216
59,39 17,55 459

30,2 120,51 218
31,12 121,2 440

30,2 120,51 218
25,04 121,33 489

22,19 114,12 219
14,31 121,01 322

31,4 6,09 220
33,56 8,06 487

35,33 139,46 221
34,47 135,27 370

35,33 139,46 221
35,33 139,46 499

21,2 -157,55 222
-17,45 177,27 339

29,59 -95,28 223
29,32 -98,28 427

38,57 -77,27 224
38,57 -77,27 513

43,06 -78,57 225
43,41 -79,38 528

38,52 1,22 226
39,33 2,44 388

38,52 1,22 226
39,29 -0,29 510

47,34 -97,27 227
44,53 -93,13 330

47,34 -97,27 227
49,55 -97,14 525

50,21 30,55 228
53,52 27,33 331

50,21 30,55 228
46,26 30,41 359

-25,44 -54,28 229
-24,42 -53,42 488

39,44 -86,17 230
38,45 -90,22 457

40,59 28,49 231
38,17 27,1 232

40,59 28,49 231
43,14 27,49 506

38,17 27,1 232
36,23 28,07 409

21,3 39,12 233
24,31 39,42 307

49,13 -2,12 234
48,04 -1,44 414

40,38 -73,46 235
40,38 -73,46 357

-6,09 106,51 237
1,21 103,54 443

-26,08 28,15 238
-25,55 32,34 325

-3,22 36,38 239
-1,19 36,56 342

45,28 -73,44 240
46,48 -71,24 520

45,28 -73,44 240
45,28 -73,44 523

12,03 8,31 241
12,08 15,02 346

12,03 8,31 241
22,49 5,27 483

34,34 69,12 242
24,54 67,09 246

34,34 69,12 242
33,37 73,06 421

63,59 -22,37 243
64,08 -21,57 406

22,34 120,17 245
25,04 121,33 489

-6,18 155,43 247
-9,27 147,13 392

-6,18 155,43 247
14,1 145,15 417

17,56 -76,48 248
18,34 -72,17 376

17,56 -76,48 248
9,05 -79,23 394

50,05 19,47 249
52,1 20,58 514

3,08 101,33 252
11,33 104,51 390

3,08 101,33 252
1,21 103,54 443

29,13 47,58 253
33,14 44,14 432

10,36 -66,59 255
10,36 -61,21 393

36,04 -115,09 256
33,26 -112,01 383

36,04 -115,09 256
40,53 -111,57 451

33,56 -118,24 257
33,57 -118,24 269

33,56 -118,24 257
32,44 -117,11 425

53,52 -1,39 258
53,21 -2,53 284

48,58 2,27 259
48,43 2,23 369

0,27 9,25 260
0,23 6,43 484

34,52 33,38 261
32,01 34,53 482

43,11 0 262
43,11 0 474

43,11 0 262
43,37 1,23 481

59,49 30,17 263
55,58 37,25 463

51,24 12,25 265
51,25 12,14 266

6,1 1,15 267
6,1 1,15 285

40,46 -73,52 268
40,38 -73,46 357

33,57 -118,24 269
37,22 -121,56 444

50,38 5,27 270
50,55 5,47 332

51,09 -0,11 271
51,53 -0,22 286

51,28 -0,27 272
51,28 -0,27 280

51,28 -0,27 272
51,33 0,14 534

50,34 3,05 273
51,12 2,52 372

-12,01 -77,07 274
-16,3 -68,11 283

45,27 9,16 275
45,27 9,16 314

38,46 -9,08 276
41,14 -8,41 364

46,13 14,28 277
47,48 13 469

46,13 14,28 277
45,45 16,04 530

35,3 12,37 278
35,45 10,45 315

35,3 12,37 278
35,52 14,29 317

48,14 14,11 279
50,06 14,16 395

51,28 -0,27 280
51,53 -0,22 286

6,35 3,2 281
4,52 7,02 380

27,56 -15,23 282
28,29 -16,2 472

-16,3 -68,11 283
-33,23 -70,47 430

53,21 -2,53 284
53,21 -2,16 297

-25,55 32,34 287
-25,55 32,34 325

-25,55 32,34 287
-26,31 31,19 334

-15,2 28,27 288
-13 28,39 351

4,27 114 289
14,31 121,01 322

4,27 114 289
-8,58 125,13 326

49,37 6,12 290
49,05 6,08 338

49,37 6,12 290
48,32 7,38 465

40,29 -3,34 295
41,42 -4,51 511

40,29 -3,34 295
41,4 -1,03 531

31,52 -4,13 296
31,37 -8,03 402

-3,04 -60 298
6,3 -58,15 422

-4,02 39,36 300
-5,15 39,49 387

46,22 15,47 301
45,45 16,04 530

39,18 -94,44 302
41,07 -95,55 363

39,18 -94,44 302
38,45 -90,22 457

28,32 -81,2 303
28,26 -81,19 367

23,36 58,17 304
25,21 55,24 441

44,25 8,5 305
45,12 7,39 492

-37,44 144,54 306
-37,41 144,51 308

24,31 39,42 307
24,42 46,44 420

19,26 -99,04 309
20,56 -89,41 313

12,07 -86,11 310
9,58 -84,16 446

12,07 -86,11 310
14,02 -87,14 476

2,01 45,19 311
-4,4 55,31 438

25,48 -80,17 312
20,56 -89,41 313

25,48 -80,17 312
25,02 -77,28 341

45,27 9,16 314
45,38 8,43 337

35,45 10,45 315
36,51 10,14 497

39,07 -94,36 316
41,07 -95,55 363

39,07 -94,36 316
36,18 -95,52 496

35,52 14,29 317
32,4 13,09 480

54,31 -1,25 321
55,02 -1,41 344

55,58 37,25 323
53,52 27,33 331

55,58 37,25 323
55,58 37,25 463

43,35 3,58 324
43,37 1,23 481

43,35 3,58 324
44,55 4,58 505

43,26 5,13 327
44,55 4,58 505

-20,26 57,41 328
-4,4 55,31 438

-20,26 57,41 328
-18,48 47,29 486

51,21 1,21 329
51,12 2,52 372

51,21 1,21 329
51,34 0,42 437

44,53 -93,13 330
41,59 -87,54 365

29,59 -90,16 333
28,26 -81,19 367

48,08 11,42 335
49,3 11,05 355

48,08 11,42 335
47,48 13 469

-34,5 -56,02 336
-29,43 -53,42 410

40,53 14,18 340
40,62 13,11 501

45,56 6,06 345
45,12 7,39 492

32,56 129,56 347
26,21 127,46 360

32,56 129,56 347
34,47 135,27 370

13,29 2,1 349
12,21 -1,31 374

18,06 -15,57 350
16,45 -22,57 442

58,35 16,15 352
60,12 11,05 371

35,45 140,23 353
37,33 126,48 436

35,45 140,23 353
35,33 139,46 499

47,09 -1,36 354
48,04 -1,44 414

47,09 -1,36 354
47,26 0,43 495

26,21 127,46 360
14,1 145,15 417

35,26 -97,46 361
36,18 -95,52 496

41,14 -8,41 364
42,54 -8,25 431

51,5 -8,29 366
52,42 -8,55 453

48,43 2,23 369
48,43 2,23 377

43,26 -5,5 375
42,54 -8,25 431

43,26 -5,5 375
41,42 -4,51 511

18,34 -72,17 376
18,26 -69,4 433

40,05 116,36 378
37,33 126,48 436

40,05 116,36 378
31,12 121,2 440

33,26 -112,01 383
32,44 -117,11 425

46,35 0,18 385
47,26 0,43 495

-5,15 39,49 387
-6,13 39,13 532

38,1 13,06 389
37,55 12,29 490

11,33 104,51 390
12,41 101,01 503

36,49 11,58 391
37,55 12,29 490

36,49 11,58 391
36,51 10,14 497

10,36 -61,21 393
6,3 -58,15 422

9,05 -79,23 394
9,03 -79,24 399

42,26 14,11 397
43,32 16,18 455

9,03 -79,24 399
9,59 -84,12 447

43,23 -0,25 400
43,11 0 474

45,39 12,12 401
45,39 12,12 494

45,39 12,12 401
45,3 12,21 507

34,03 -6,45 403
35,43 -5,55 485

-8,08 -34,55 404
16,45 -22,57 442

-8,08 -34,55 404
-12,54 -38,2 456

38,04 15,39 405
38,54 16,15 461

45,13 14,35 412
45,5 13,28 493

45,13 14,35 412
44,06 15,21 529

-32,55 -60,47 418
-33,23 -70,47 430

13,42 -89,07 424
14,02 -87,14 476

-23 -47,08 426
-24,42 -53,42 488

-23 -47,08 426
-23 -47,08 508

48,31 -24,8 429
38,31 -28,43 473

48,31 -24,8 429
47,37 -52,45 527

18,26 -69,4 433
18,26 -66,01 448

47,27 -122,18 434
37,37 -122,23 439

47,27 -122,18 434
49,11 -123,1 524

51,34 0,42 437
51,33 0,14 458

37,37 -122,23 439
37,22 -121,56 444

9,58 -84,16 446
9,59 -84,12 447

40,31 22,58 449
42,42 23,24 454

41,58 21,38 450
42,42 23,24 454

41,58 21,38 450
41,2 19,47 479

36,58 -25,1 452
38,31 -28,43 473

36,58 -25,1 452
28,29 -16,2 475

43,32 16,18 455
44,06 15,21 529

51,33 0,14 458
51,33 0,14 534

48,41 9,13 460
48,32 7,38 465

37,26 -5,54 464
36,45 -6,04 515

52,22 13,3 466
52,29 13,24 477

28,29 -16,2 472
28,29 -16,2 475

52,29 13,24 477
52,34 13,18 498

45,5 13,28 493
45,3 12,21 507

45,39 12,12 494
45,24 10,53 512

35,54 -83,53 500
38,57 -77,27 513

53,19 -113,35 516
49,55 -97,14 525

53,19 -113,35 516
51,07 -114,01 526

44,53 -63,31 517
48,57 -54,34 522

45,41 -74,02 518
45,19 -75,4 519

45,41 -74,02 518
45,28 -73,44 523

45,19 -75,4 519
43,41 -79,38 528

48,57 -54,34 522
47,37 -52,45 527

49,11 -123,1 524
51,07 -114,01 526

