-60 20 261
-69 19 173
Edges
-69 19 173
-58 9 54
Edges
-58 9 54
-47 12 204
Edges
-47 12 204
-45 7 198
Edges
-45 7 198
-44 7 73
Edges
-44 7 73
-46 -3 207
Edges
-46 -3 207
-42 -6 166
Edges
-42 -6 166
-36 4 96
Edges
-36 4 96
-24 4 112
Edges
-24 4 112
-20 -5 213
Edges
-20 -5 213
-12 10 8
Edges
-12 10 8
-16 16 190
Edges
-16 16 190
-18 34 69
Edges
-18 34 69
-16 36 177
Edges
-16 36 177
-13 38 237
Edges
-13 38 237
-12 42 62
Edges
-12 42 62
-14 44 249
Edges
-14 44 249
-17 49 157
Edges
-17 49 157
-20 51 82
Edges
-20 51 82
-26 43 224
Edges
-26 43 224
-28 39 163
Edges
-28 39 163
-33 33 250
Edges
-33 33 250
-37 46 64
Edges
-37 46 64
-43 47 125
Edges
-43 47 125
-42 63 101
Edges
-42 63 101
-39 61 193
Edges
-39 61 193
-29 72 203
Edges
-29 72 203
-28 73 57
Edges
-28 73 57
-22 73 214
Edges
-22 73 214
-21 77 131
Edges
-21 77 131
-19 87 238
Edges
-19 87 238
-12 85 10
Edges
-12 85 10
-3 97 42
Edges
-3 97 42
0 95 197
Edges
0 95 197
5 97 194
Edges
5 97 194
6 94 80
Edges
6 94 80
11 96 113
Edges
11 96 113
15 98 103
Edges
15 98 103
14 89 66
Edges
14 89 66
19 93 168
Edges
19 93 168
25 91 47
Edges
25 91 47
28 93 55
Edges
28 93 55
31 85 175
Edges
31 85 175
40 80 259
Edges
40 80 259
42 96 17
Edges
42 96 17
55 89 24
Edges
55 89 24
57 95 40
Edges
57 95 40
70 99 127
Edges
70 99 127
70 80 245
Edges
70 80 245
77 79 147
Edges
77 79 147
99 81 159
Edges
99 81 159
88 65 134
Edges
88 65 134
69 59 51
Edges
69 59 51
60 58 67
Edges
60 58 67
59 71 201
Edges
59 71 201
51 70 78
Edges
51 70 78
52 66 32
Edges
52 66 32
40 61 226
Edges
40 61 226
33 57 136
Edges
33 57 136
25 58 176
Edges
25 58 176
23 52 233
Edges
23 52 233
7 59 38
Edges
7 59 38
3 66 242
Edges
3 66 242
7 73 56
Edges
7 73 56
0 75 256
Edges
0 75 256
-18 64 11
Edges
-18 64 11
-19 59 235
Edges
-19 59 235
-16 62 241
Edges
-16 62 241
-11 60 225
Edges
-11 60 225
-5 54 223
Edges
-5 54 223
-7 52 43
Edges
-7 52 43
-1 49 122
Edges
-1 49 122
12 48 39
Edges
12 48 39
20 42 102
Edges
20 42 102
24 41 15
Edges
24 41 15
29 41 219
Edges
29 41 219
29 33 52
Edges
29 33 52
36 41 75
Edges
36 41 75
38 39 162
Edges
38 39 162
41 42 59
Edges
41 42 59
43 33 171
Edges
43 33 171
42 33 181
Edges
42 33 181
40 27 169
Edges
40 27 169
26 22 243
Edges
26 22 243
17 21 16
Edges
17 21 16
7 31 84
Edges
7 31 84
1 34 146
Edges
1 34 146
2 29 135
Edges
2 29 135
-4 17 123
Edges
-4 17 123
-3 17 118
Edges
-3 17 118
0 14 3
Edges
0 14 3
7 -4 116
Edges
7 -4 116
6 -6 126
Edges
6 -6 126
-4 -7 215
Edges
-4 -7 215
1 -17 104
Edges
1 -17 104
-3 -20 74
Edges
-3 -20 74
8 -22 141
Edges
8 -22 141
17 -25 25
Edges
17 -25 25
17 -35 246
Edges
17 -35 246
5 -41 7
Edges
5 -41 7
10 -49 160
Edges
10 -49 160
-2 -47 164
Edges
-2 -47 164
-5 -39 140
Edges
-5 -39 140
-18 -39 172
Edges
-18 -39 172
-25 -54 186
Edges
-25 -54 186
-19 -62 81
Edges
-19 -62 81
-17 -66 4
Edges
-17 -66 4
0 -75 258
Edges
0 -75 258
0 -78 188
Edges
0 -78 188
9 -79 95
Edges
9 -79 95
17 -72 28
Edges
17 -72 28
32 -68 156
Edges
32 -68 156
39 -49 152
Edges
39 -49 152
49 -47 180
Edges
49 -47 180
51 -45 63
Edges
51 -45 63
50 -37 200
Edges
50 -37 200
26 -37 208
Edges
26 -37 208
33 -33 251
Edges
33 -33 251
38 -24 199
Edges
38 -24 199
54 -21 22
Edges
54 -21 22
58 -19 120
Edges
58 -19 120
42 -15 44
Edges
42 -15 44
35 -1 37
Edges
35 -1 37
31 12 6
Edges
31 12 6
38 8 165
Edges
38 8 165
49 8 222
Edges
49 8 222
52 12 85
Edges
52 12 85
64 20 105
Edges
64 20 105
64 37 132
Edges
64 37 132
66 39 97
Edges
66 39 97
79 38 29
Edges
79 38 29
82 35 227
Edges
82 35 227
85 36 20
Edges
85 36 20
86 35 109
Edges
86 35 109
93 49 158
Edges
93 49 158
92 40 60
Edges
92 40 60
91 36 110
Edges
91 36 110
92 28 41
Edges
92 28 41
92 27 210
Edges
92 27 210
91 15 178
Edges
91 15 178
85 11 92
Edges
85 11 92
70 0 252
Edges
70 0 252
75 0 255
Edges
75 0 255
95 -9 117
Edges
95 -9 117
98 -17 240
Edges
98 -17 240
92 -17 98
Edges
92 -17 98
93 -29 107
Edges
93 -29 107
83 -24 14
Edges
83 -24 14
76 -22 143
Edges
76 -22 143
75 -18 174
Edges
75 -18 174
70 -14 196
Edges
70 -14 196
62 -8 111
Edges
62 -8 111
63 -14 236
Edges
63 -14 236
64 -17 23
Edges
64 -17 23
69 -19 48
Edges
69 -19 48
68 -29 128
Edges
68 -29 128
63 -41 161
Edges
63 -41 161
60 -39 179
Edges
60 -39 179
54 -48 216
Edges
54 -48 216
59 -49 46
Edges
59 -49 46
66 -48 93
Edges
66 -48 93
69 -46 187
Edges
69 -46 187
77 -43 45
Edges
77 -43 45
93 -50 212
Edges
93 -50 212
79 -62 77
Edges
79 -62 77
71 -61 91
Edges
71 -61 91
74 -70 50
Edges
74 -70 50
82 -74 88
Edges
82 -74 88
96 -83 247
Edges
96 -83 247
82 -97 149
Edges
82 -97 149
83 -91 86
Edges
83 -91 86
81 -86 151
Edges
81 -86 151
78 -87 94
Edges
78 -87 94
53 -90 119
Edges
53 -90 119
54 -82 218
Edges
54 -82 218
53 -80 184
Edges
53 -80 184
51 -77 192
Edges
51 -77 192
49 -71 144
Edges
49 -71 144
40 -80 260
Edges
40 -80 260
44 -84 239
Edges
44 -84 239
37 -90 35
Edges
37 -90 35
16 -81 182
Edges
16 -81 182
8 -84 34
Edges
8 -84 34
-7 -92 87
Edges
-7 -92 87
-25 -89 154
Edges
-25 -89 154
-30 -94 76
Edges
-30 -94 76
-44 -95 155
Edges
-44 -95 155
-46 -82 70
Edges
-46 -82 70
-46 -79 99
Edges
-46 -79 99
-40 -84 108
Edges
-40 -84 108
-38 -81 244
Edges
-38 -81 244
-39 -67 209
Edges
-39 -67 209
-30 -68 145
Edges
-30 -68 145
-28 -71 115
Edges
-28 -71 115
-30 -63 100
Edges
-30 -63 100
-35 -54 21
Edges
-35 -54 21
-38 -56 138
Edges
-38 -56 138
-54 -50 33
Edges
-54 -50 33
-50 -60 254
Edges
-50 -60 254
-56 -62 234
Edges
-56 -62 234
-63 -75 68
Edges
-63 -75 68
-61 -76 142
Edges
-61 -76 142
-57 -84 232
Edges
-57 -84 232
-72 -87 231
Edges
-72 -87 231
-73 -96 202
Edges
-73 -96 202
-80 -95 139
Edges
-80 -95 139
-99 -97 1
Edges
-93 -86 229
-99 -97 1
Edges
